iata,icao,name,city,country,timezone,utc_offset_hours,dst,openflights_id
LER,YLST,Leinster Airport,Leinster,Australia,Australia/Perth,8,O,6290
LET,SKLT,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,America/Bogota,-5,U,2728
LEU,LESU,Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,Europe/Madrid,1,E,1244
LEV,NFNB,Levuka Airfield,Levuka,Fiji,Pacific/Fiji,12,N,4096
LEW,KLEW,Auburn Lewiston Municipal Airport,Lewiston,United States,America/New_York,-5,A,8632
LEX,KLEX,Blue Grass Airport,Lexington KY,United States,America/New_York,-5,A,4017
LEY,EHLE,Lelystad Airport,Lelystad,Netherlands,Europe/Amsterdam,1,E,589
LFB,FQLU,Lumbo Airport,Lumbo,Mozambique,Africa/Maputo,2,U,978
LFI,KLFI,Langley Air Force Base,Hampton,United States,America/New_York,-5,A,3866
LFK,KLFK,Angelina County Airport,Lufkin,United States,America/Chicago,-6,A,3651
LFM,OISR,Lamerd Airport,Lamerd,Iran,Asia/Tehran,3.5,E,2156
LFR,SVLF,La Fria Airport,La Fria,Venezuela,America/Caracas,-4,U,2846
LFT,KLFT,Lafayette Regional Airport,Lafayette,United States,America/Chicago,-6,A,3493
LFW,DXXX,Lomé-Tokoin Airport,Lome,Togo,Africa/Lome,0,N,298
LGA,KLGA,La Guardia Airport,New York,United States,America/New_York,-5,A,3697
LGB,KLGB,Long Beach /Daugherty Field/ Airport,Long Beach,United States,America/Los_Angeles,-8,A,3582
LGC,KLGC,LaGrange Callaway Airport,LaGrange,United States,America/New_York,-5,A,8302
LGG,EBLG,Liège Airport,Liege,Belgium,Europe/Brussels,1,E,309
LGH,YLEC,Leigh Creek Airport,Leigh Creek,Australia,Australia/Adelaide,9.5,O,8349
LGI,MYLD,Deadman's Cay Airport,Dead Man's Cay,Bahamas,America/Nassau,-5,U,1950
LGK,WMKL,Langkawi International Airport,Langkawi,Malaysia,Asia/Kuala_Lumpur,8,N,3305
LGL,WBGF,Long Lellang Airport,Long Datih,Malaysia,Asia/Kuala_Lumpur,8,N,6215
LGO,EDWL,Langeoog Airport,Langeoog,Germany,Europe/Berlin,1,E,6975
LGP,RPLP,Legazpi City International Airport,Legazpi,Philippines,Asia/Manila,8,N,4203
LGS,SAMM,Comodoro D.R. Salomón Airport,Malargue,Argentina,America/Mendoza,-3,N,2453
LGU,KLGU,Logan-Cache Airport,Logan,United States,America/Denver,-7,A,6998
LGW,EGKK,London Gatwick Airport,London,United Kingdom,Europe/London,0,E,502
LHA,EDTL,Lahr Airport,Lahr,Germany,Europe/Berlin,1,E,7905
LHE,OPLA,Alama Iqbal International Airport,Lahore,Pakistan,Asia/Karachi,5,N,2207
LHG,YLRD,Lightning Ridge Airport,Lightning Ridge,Australia,Australia/Sydney,10,O,6288
LHR,EGLL,London Heathrow Airport,London,United Kingdom,Europe/London,0,E,507
LHS,SAVH,Las Heras Airport,Las Heras,Argentina,America/Argentina/Rio_Gallegos,-3,N,6028
LHV,KLHV,William T. Piper Memorial Airport,Lock Haven,United States,America/New_York,-5,A,8532
LHW,ZLLL,Lanzhou Zhongchuan Airport,Lanzhou,China,Asia/Shanghai,8,U,3378
LID,EHVB,Valkenburg Naval Air Base,Valkenburg,Netherlands,Europe/Amsterdam,1,E,594
LIF,NWWL,Lifou Airport,Lifou,New Caledonia,Pacific/Noumea,11,U,2000
LIG,LFBL,Limoges Airport,Limoges,France,Europe/Paris,1,E,1270
LIH,PHLI,Lihue Airport,Lihue,United States,Pacific/Honolulu,-10,N,3602
LII,WAJM,Mulia Airport,Mulia,Indonesia,Asia/Jayapura,9,N,9868
LIL,LFQQ,Lille-Lesquin Airport,Lille,France,Europe/Paris,1,E,1399
LIM,SPIM,Jorge Chávez International Airport,Lima,Peru,America/Lima,-5,U,2789
LIN,LIML,Milano Linate Airport,Milan,Italy,Europe/Rome,1,E,1529
LIO,MRLM,Limon International Airport,Limon,Costa Rica,America/Costa_Rica,-6,U,1883
LIP,SBLN,Lins Airport,Lins,Brazil,America/Sao_Paulo,-3,S,2580
LIQ,FZGA,Lisala Airport,Lisala,Congo (Kinshasa),Africa/Kinshasa,1,N,1030
LIR,MRLB,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,America/Costa_Rica,-6,U,1881
LIS,LPPT,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,Europe/Lisbon,0,E,1638
LIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,America/Chicago,-6,A,3660
LIW,VYLK,Loikaw Airport,Loikaw,Burma,Asia/Rangoon,6.5,U,6199
LIX,FWLK,Likoma Island Airport,Likoma Island,Malawi,Africa/Blantyre,2,N,9227
LIY,KLHW,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,United States,America/New_York,-5,A,3632
LJA,FZVA,Lodja Airport,Lodja,Congo (Kinshasa),Africa/Lubumbashi,2,N,5653
LJG,ZPLJ,Lijiang Airport,Lijiang,China,Asia/Shanghai,8,U,4033
LJN,KLBX,Texas Gulf Coast Regional Airport,Angleton,United States,America/Chicago,-6,A,9252
LJU,LJLJ,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,Europe/Ljubljana,1,E,1569
LKB,NFNK,Lakeba Island Airport,Lakeba Island,Fiji,Pacific/Fiji,12,U,5873
LKG,HKLK,Lokichoggio Airport,Lokichoggio,Kenya,Africa/Nairobi,3,U,5693
LKH,WBGL,Long Akah Airport,Long Akah,Malaysia,Asia/Kuala_Lumpur,8,N,6769
LKL,ENNA,Banak Airport,Lakselv,Norway,Europe/Oslo,1,E,653
LKN,ENLK,Leknes Airport,Leknes,Norway,Europe/Oslo,1,E,5580
LKO,VILK,Chaudhary Charan Singh International Airport,Lucknow,India,Asia/Calcutta,5.5,N,3105
LKP,KLKP,Lake Placid Airport,Lake Placid,United States,America/New_York,-5,A,8777
LKV,KLKV,Lake County Airport,Lakeview,United States,America/Los_Angeles,-8,A,8139
LKY,HTLM,Lake Manyara Airport,Lake Manyara,Tanzania,Africa/Dar_es_Salaam,3,N,1181
LKZ,EGUL,RAF Lakenheath,Lakenheath,United Kingdom,Europe/London,0,E,556
LLA,ESPA,Luleå Airport,Lulea,Sweden,Europe/Stockholm,1,E,734
LLE,FAMN,Riverside Airport,Malalane,South Africa,Africa/Johannesburg,2,U,831
LLF,ZGLG,Lingling Airport,Yongzhou,China,Asia/Shanghai,8,U,8845
LLI,HALL,Lalibella Airport,Lalibella,Ethiopia,Africa/Addis_Ababa,3,U,1117
LLK,UBBL,Lankaran International Airport,Lankaran,Azerbaijan,Asia/Baku,4,U,8774
LLU,BGAP,Alluitsup Paa Heliport,Alluitsup Paa,Greenland,America/Godthab,-3,E,5438
LLV,ZBLL,Lüliang Airport,Lvliang,China,Asia/Shanghai,8,N,9308
LLW,FWKI,Lilongwe International Airport,Lilongwe,Malawi,Africa/Blantyre,2,U,1016
LLY,KVAY,South Jersey Regional Airport,Mount Holly,United States,America/New_York,-5,A,8548
LMA,PAMH,Minchumina Airport,Lake Minchumina,United States,America/Anchorage,-9,A,7245
LME,LFRM,Le Mans-Arnage Airport,Le Mans,France,Europe/Paris,1,E,1414
LMM,MMLM,Valle del Fuerte International Airport,Los Mochis,Mexico,America/Mazatlan,-7,S,1814
LMN,WBGJ,Limbang Airport,Limbang,Malaysia,Asia/Kuala_Lumpur,8,N,3264
LMO,EGQS,RAF Lossiemouth,Lossiemouth,United Kingdom,Europe/London,0,E,544
LMP,LICD,Lampedusa Airport,Lampedusa,Italy,Europe/Rome,1,E,1510
LMQ,HLMB,Marsa Brega Airport,Marsa Brega,Libya,Africa/Tripoli,2,N,1158
LMT,KLMT,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,America/Los_Angeles,-8,A,5750
LNA,KLNA,Palm Beach County Park Airport,West Palm Beach,United States,America/New_York,-5,A,3593
LNB,NVSM,Lamen Bay Airport,Lamen Bay,Vanuatu,Pacific/Efate,11,U,5902
LND,KLND,Hunt Field,Lindau,Germany,America/Denver,-7,E,7831
LNE,NVSO,Lonorore Airport,Lonorore,Vanuatu,Pacific/Efate,11,U,5904
LNJ,ZPLC,Lintsang Airfield,Lincang,China,Asia/Shanghai,8,U,7527
LNK,KLNK,Lincoln Airport,Lincoln,United States,America/Chicago,-6,A,3543
LNN,KLNN,Willoughby Lost Nation Municipal Airport,Willoughby,United States,America/New_York,-5,A,8626
LNO,YLEO,Leonora Airport,Leonora,Australia,Australia/Perth,8,O,6283
LNR,KLNR,Tri-County Regional Airport,Lone Rock,United States,America/Chicago,-6,A,8493
LNS,KLNS,Lancaster Airport,Lancaster,United States,America/New_York,-5,A,5751
LNY,PHNY,Lanai Airport,Lanai,United States,Pacific/Honolulu,-10,N,3851
LNZ,LOWL,Linz Hörsching Airport,Linz,Austria,Europe/Vienna,1,E,1611
LOD,NVSG,Longana Airport,Longana,Vanuatu,Pacific/Efate,11,U,5898
LOE,VTUL,Loei Airport,Loei,Thailand,Asia/Bangkok,7,U,3186
LOH,SETM,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,America/Guayaquil,-5,U,6046
LOK,HKLO,Lodwar Airport,Lodwar,Kenya,Africa/Nairobi,3,U,1143
LOO,DAUL,Laghouat Airport,Laghouat,Algeria,Africa/Algiers,1,N,241
LOP,WADL,Lombok International Airport,Praya,Indonesia,Asia/Makassar,8,N,8401
LOS,DNMM,Murtala Muhammed International Airport,Lagos,Nigeria,Africa/Lagos,1,N,273
LOT,KLOT,Lewis University Airport,Lockport,United States,America/Chicago,-6,A,7886
LOU,KLOU,Bowman Field,Louisville,United States,America/New_York,-5,A,3600
LOV,MMMV,Monclova International Airport,Monclova,Mexico,America/Mexico_City,-6,S,1823
LOZ,KLOZ,London-Corbin Airport/Magee Field,London,United States,America/New_York,-5,A,8410
LPA,GCLP,Gran Canaria Airport,Gran Canaria,Spain,Atlantic/Canary,0,E,1054
LPB,SLLP,El Alto International Airport,La Paz,Bolivia,America/La_Paz,-4,U,2762
LPC,KLPC,Lompoc Airport,Lompoc,United States,America/Los_Angeles,-8,A,8771
LPD,SKLP,La Pedrera Airport,La Pedrera,Colombia,America/Bogota,-5,U,6052
LPG,SADL,La Plata Airport,La Plata,Argentina,America/Buenos_Aires,-3,N,2447
LPI,ESSL,Linköping City Airport,Linkoeping,Sweden,Europe/Stockholm,1,E,742
LPK,UUOL,Lipetsk Airport,Lipetsk,Russia,Europe/Moscow,3,N,6158
LPL,EGGP,Liverpool John Lennon Airport,Liverpool,United Kingdom,Europe/London,0,E,491
LPM,NVSL,Lamap Airport,Lamap,Vanuatu,Pacific/Efate,11,U,5901
LPP,EFLP,Lappeenranta Airport,Lappeenranta,Finland,Europe/Helsinki,2,E,441
LPQ,VLLB,Luang Phabang International Airport,Luang Prabang,Laos,Asia/Vientiane,7,U,3115
LPS,S31,Lopez Island Airport,Lopez,United States,America/Los_Angeles,-8,A,6136
LPT,VTCL,Lampang Airport,Lampang,Thailand,Asia/Bangkok,7,U,3163
LPU,WRLP,Long Apung Airport,Long Apung-Borneo Island,Indonesia,Asia/Makassar,8,N,6234
LPX,EVLA,Liepāja International Airport,Liepaja,Latvia,Europe/Riga,2,E,3952
LPY,LFHP,Le Puy-Loudes Airport,Le Puy,France,Europe/Paris,1,E,1313
LQM,SKLG,Caucaya Airport,Puerto Leguízamo,Colombia,America/Bogota,-5,U,6051
LRA,LGLR,Larisa Airport,Larissa,Greece,Europe/Athens,2,E,1466
LRD,KLRD,Laredo International Airport,Laredo,United States,America/Chicago,-6,A,3691
LRE,YLRE,Longreach Airport,Longreach,Australia,Australia/Brisbane,10,O,6289
LRF,KLRF,Little Rock Air Force Base,Jacksonville,United States,America/Chicago,-6,A,3479
LRH,LFBH,La Rochelle-Île de Ré Airport,La Rochelle,France,Europe/Paris,1,E,6493
LRL,DXNG,Niamtougou International Airport,Niatougou,Togo,Africa/Lome,0,N,297
LRM,MDLR,Casa De Campo International Airport,La Romana,Dominican Republic,America/Santo_Domingo,-4,U,1759
LRR,OISL,Lar Airport,Lar,Iran,Asia/Tehran,3.5,E,5934
LRS,LGLE,Leros Airport,Leros,Greece,Europe/Athens,2,E,1464
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,Europe/Paris,1,E,1409
LRU,KLRU,Las Cruces International Airport,Las Cruces,United States,America/Denver,-7,A,4228
LRV,SVRS,Los Roques Airport,Los Roques,Venezuela,America/Caracas,-4,S,6420
LSC,SCSE,La Florida Airport,La Serena,Chile,America/Santiago,-4,S,2662
LSE,KLSE,La Crosse Municipal Airport,La Crosse,United States,America/Chicago,-6,A,4044
LSF,KLSF,Lawson Army Air Field (Fort Benning),Fort Benning,United States,America/New_York,-5,A,3539
LSH,VYLS,Lashio Airport,Lashio,Burma,Asia/Rangoon,6.5,U,3220
LSI,EGPB,Sumburgh Airport,Sumburgh,United Kingdom,Europe/London,0,E,530
LSL,MRLC,Los Chiles Airport,Los Chiles,Costa Rica,America/Costa_Rica,-6,U,1882
LSP,SVJC,Josefa Camejo International Airport,Paraguana,Venezuela,America/Caracas,-4,U,2844
LSQ,SCGE,María Dolores Airport,Los Angeles,Chile,America/Santiago,-4,S,2654
LSS,TFFS,Terre-de-Haut Airport,Les Saintes,Guadeloupe,America/Guadeloupe,-4,U,6786
LST,YMLT,Launceston Airport,Launceston,Australia,Australia/Melbourne,10,O,3337
LSV,KLSV,Nellis Air Force Base,Las Vegas,United States,America/Los_Angeles,-8,A,3814
LSW,WITM,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,Asia/Jakarta,7,N,6229
LSX,WITL,Lhok Sukon Airport,Lhok Sukon,Indonesia,Asia/Jakarta,7,N,3292
LSY,YLIS,Lismore Airport,Lismore,Australia,Australia/Sydney,10,O,6287
LSZ,LDLO,Lošinj Island Airport,Mali Losinj,Croatia,Europe/Zagreb,1,E,8846
LTA,FATZ,Tzaneen Airport,Tzaneen,South Africa,Africa/Johannesburg,2,U,863
LTD,HLTD,Ghadames East Airport,Ghadames,Libya,Africa/Tripoli,2,N,1162
LTI,ZMAT,Altai Airport,Altai,Mongolia,Asia/Ulaanbaatar,8,U,6370
LTK,OSLK,Bassel Al-Assad International Airport,Latakia,Syria,Asia/Damascus,2,E,2239
LTM,SYLT,Lethem Airport,Lethem,Guyana,America/Guyana,-4,U,2873
LTN,EGGW,London Luton Airport,London,United Kingdom,Europe/London,0,E,492
LTO,MMLT,Loreto International Airport,Loreto,Mexico,America/Mazatlan,-7,S,1817
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,Le Tourquet,France,Europe/Paris,1,E,1259
LTS,KLTS,Altus Air Force Base,Altus,United States,America/Chicago,-6,A,3635
LTT,LFTZ,La Môle Airport,La Môle,France,Europe/Paris,1,E,5786
LTX,SELT,Cotopaxi International Airport,Latacunga,Ecuador,America/Guayaquil,-5,U,2678
LUA,VNLK,Lukla Airport,Lukla,Nepal,Asia/Katmandu,5.75,N,4170
LUD,FYLZ,Luderitz Airport,Luderitz,Namibia,Africa/Windhoek,1,S,5641
LUF,KLUF,Luke Air Force Base,Phoenix,United States,America/Phoenix,-7,A,3506
LUG,LSZA,Lugano Airport,Lugano,Switzerland,Europe/Zurich,1,E,1675
LUH,VILD,Ludhiana Airport,Ludhiaha,India,Asia/Calcutta,5.5,N,3103
LUK,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,America/New_York,-5,A,3681
LUM,ZPLX,Mangshi Airport,Luxi,China,Asia/Shanghai,8,U,6376
LUN,FLLS,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,Africa/Lusaka,2,U,907
LUO,FNUE,Luena Airport,Luena,Angola,Africa/Luanda,1,N,960
LUP,PHLU,Kalaupapa Airport,Molokai,United States,Pacific/Honolulu,-10,A,5989
LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,America/Argentina/San_Luis,-3,N,2467
LUR,PALU,Cape Lisburne LRRS Airport,Cape Lisburne,United States,America/Anchorage,-9,A,3413
LUV,WAPL,Dumatumbun Airport,Langgur-Kei Islands,Indonesia,Asia/Jayapura,9,N,6212
LUW,WAMW,Syukuran Aminuddin Amir Airport,Luwuk,Indonesia,Asia/Makassar,8,N,3254
LUX,ELLX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,Europe/Luxembourg,1,E,629
LUZ,EPLB,Lublin Airport,Lublin,Poland,Europe/Warsaw,1,E,8832
LVA,LFOV,Laval-Entrammes Airport,Laval,France,Europe/Paris,1,E,1378
LVI,FLLI,Livingstone Airport,Livingstone,Zambia,Africa/Lusaka,2,U,906
LVK,KLVK,Livermore Municipal Airport,Livermore,United States,America/Los_Angeles,-8,A,7629
LVM,KLVM,Mission Field,Livingston-Montana,United States,America/Denver,-7,A,7717
LVO,YLTN,Laverton Airport,Laverton,Australia,Australia/Perth,8,O,6291
LVP,OIBV,Lavan Island Airport,Lavan Island,Iran,Asia/Tehran,3.5,E,2113
LVS,KLVS,Las Vegas Municipal Airport,Las Vegas,United States,America/Denver,-7,A,4225
LWB,KLWB,Greenbrier Valley Airport,Lewisburg,United States,America/New_York,-5,U,6958
LWC,KLWC,Lawrence Municipal Airport,Lawrence,United States,America/Chicago,-6,A,8366
LWK,EGET,Lerwick / Tingwall Airport,Lerwick,United Kingdom,Europe/London,0,E,5570
LWM,KLWM,Lawrence Municipal Airport,Lawrence,United States,America/New_York,-5,A,8288
LWN,UDSG,Gyumri Shirak Airport,Gyumri,Armenia,Asia/Yerevan,4,E,3965
LWO,UKLL,Lviv International Airport,Lvov,Ukraine,Europe/Kiev,2,E,2945
LWR,EHLW,Leeuwarden Air Base,Leeuwarden,Netherlands,Europe/Amsterdam,1,E,590
LWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,United States,America/Los_Angeles,-8,A,3945
LWT,KLWT,Lewistown Municipal Airport,Lewistown,United States,America/Denver,-7,A,5752
LWY,WBGW,Lawas Airport,Lawas,Malaysia,Asia/Kuala_Lumpur,8,N,6219
LXA,ZULS,Lhasa Gonggar Airport,Lhasa,China,Asia/Shanghai,8,U,4097
LXG,VLLN,Luang Namtha Airport,Luang Namtha,Laos,Asia/Vientiane,7,U,4142
LXR,HELX,Luxor International Airport,Luxor,Egypt,Africa/Cairo,2,U,1132
LXS,LGLM,Limnos Airport,Limnos,Greece,Europe/Athens,2,E,1465
LYA,ZHLY,Luoyang Airport,Luoyang,China,Asia/Shanghai,8,U,4148
LYB,MWCL,Edward Bodden Airfield,Little Cayman,Cayman Islands,America/Cayman,-5,N,4314
LYC,ESNL,Lycksele Airport,Lycksele,Sweden,Europe/Stockholm,1,E,719
LYE,EGDL,RAF Lyneham,Lyneham,United Kingdom,Europe/London,0,E,482
LYG,ZSLG,Lianyungang Airport,Lianyungang,China,Asia/Shanghai,8,U,6383
LYH,KLYH,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,America/New_York,-5,A,5753
LYI,ZSLY,Shubuling Airport,Linyi,China,Asia/Shanghai,8,U,6385
LYM,EGMK,Lympne Airport,Lympne,United Kingdom,Europe/London,0,E,6886
LYN,LFLY,Lyon-Bron Airport,Lyon,France,Europe/Paris,1,E,1346
LYP,OPFA,Faisalabad International Airport,Faisalabad,Pakistan,Asia/Karachi,5,N,2202
LYR,ENSB,"Svalbard Airport, Longyear",Svalbard,Norway,Arctic/Longyearbyen,1,E,658
LYS,LFLL,Lyon Saint-Exupéry Airport,Lyon,France,Europe/Paris,1,E,1335
LYU,KELO,Ely Municipal Airport,Ely,United States,America/Chicago,-6,A,7016
LYX,EGMD,Lydd Airport,Lydd,United Kingdom,Europe/London,0,E,509
LZC,MMLC,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,America/Mexico_City,-6,S,1813
LZH,ZGZH,Liuzhou Bailian Airport,Liuzhou,China,Asia/Shanghai,8,U,6356
LZN,RCFG,Matsu Nangan Airport,Matsu Islands,Taiwan,Asia/Taipei,8,U,5991
LZO,ZULZ,Luzhou Airport,Luzhou,China,Asia/Shanghai,8,U,6399
LZR,YLZI,Lizard Island Airport,Lizard Island,Australia,Australia/Brisbane,10,O,7573
LZU,KLZU,Gwinnett County Briscoe Field,Lawrenceville,United States,America/New_York,-5,A,7847
LZY,ZUNZ,Nyingchi Airport,Nyingchi,China,Asia/Shanghai,8,U,6402
MAA,VOMM,Chennai International Airport,Madras,India,Asia/Calcutta,5.5,N,3144
MAB,SBMA,João Correa da Rocha Airport,Maraba,Brazil,America/Belem,-3,S,2584
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,Europe/Madrid,1,E,1229
MAE,KMAE,Madera Municipal Airport,Madera,United States,America/Los_Angeles,-8,A,8221
MAF,KMAF,Midland International Airport,Midland,United States,America/Chicago,-6,A,3652
MAG,AYMD,Madang Airport,Madang,Papua New Guinea,Pacific/Port_Moresby,10,U,2
MAH,LEMH,Menorca Airport,Menorca,Spain,Europe/Madrid,1,E,1231
MAJ,PKMJ,Marshall Islands International Airport,Majuro,Marshall Islands,Pacific/Majuro,12,U,2249
MAK,HSSM,Malakal Airport,Malakal,Sudan,Africa/Juba,3,U,1174
MAM,MMMA,General Servando Canales International Airport,Matamoros,Mexico,America/Mexico_City,-6,S,1818
MAN,EGCC,Manchester Airport,Manchester,United Kingdom,Europe/London,0,E,478
MAO,SBEG,Eduardo Gomes International Airport,Manaus,Brazil,America/Boa_Vista,-4,S,2551
MAQ,VTPM,Mae Sot Airport,Tak,Thailand,Asia/Bangkok,7,U,6186
MAR,SVMC,La Chinita International Airport,Maracaibo,Venezuela,America/Caracas,-4,U,2848
MAS,AYMO,Momote Airport,Momote,Papua New Guinea,Pacific/Port_Moresby,10,U,5430
MAT,FZAM,Tshimpi Airport,Matadi,Congo (Kinshasa),Africa/Kinshasa,1,N,5647
MAU,NTTP,Maupiti Airport,Maupiti,French Polynesia,Pacific/Tahiti,-10,U,1994
MAX,GOSM,Ouro Sogui Airport,Matam,Senegal,Africa/Dakar,0,U,7442
MAY,MYAB,Clarence A. Bain Airport,Clarence Bain,Bahamas,America/Nassau,-5,U,1927
MAZ,TJMZ,Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,America/Puerto_Rico,-4,U,2888
MBA,HKMO,Mombasa Moi International Airport,Mombasa,Kenya,Africa/Nairobi,3,U,1145
MBD,FAMM,Mmabatho International Airport,Mafeking,South Africa,Africa/Johannesburg,2,U,5606
MBE,RJEB,Monbetsu Airport,Monbetsu,Japan,Asia/Tokyo,9,U,2298
MBH,YMYB,Maryborough Airport,Maryborough,Australia,Australia/Brisbane,10,O,6306
MBJ,MKJS,Sangster International Airport,Montego Bay,Jamaica,America/Jamaica,-5,U,1780
MBL,KMBL,Manistee Co Blacker Airport,Manistee,United States,America/New_York,-5,A,7054
MBO,RPUM,Mamburao Airport,Mamburao,Philippines,Asia/Manila,8,N,2411
MBS,KMBS,MBS International Airport,Saginaw,United States,America/New_York,-5,A,4128
MBT,RPVJ,Moises R. Espinosa Airport,Masbate,Philippines,Asia/Manila,8,N,6025
MBU,AGGI,Babanakira Airport,Mbambanakira,Solomon Islands,Pacific/Guadalcanal,11,U,5408
MBW,YMMB,Melbourne Moorabbin Airport,Melbourne,Australia,Australia/Hobart,10,O,3338
MBX,LJMB,Maribor Airport,Maribor,Slovenia,Europe/Ljubljana,1,E,1570
MBZ,SWMW,Maués Airport,Maues,Brazil,America/Boa_Vista,-4,S,7396
MCC,KMCC,Mc Clellan Airfield,Sacramento,United States,America/Los_Angeles,-8,A,3684
MCE,KMCE,Merced Regional Macready Field,Merced,United States,America/Los_Angeles,-8,A,7122
MCF,KMCF,Mac Dill Air Force Base,Tampa,United States,America/New_York,-5,A,3789
MCG,PAMC,McGrath Airport,Mcgrath,United States,America/Anchorage,-9,A,5965
MCH,SEMH,General Manuel Serrano Airport,Machala,Ecuador,America/Guayaquil,-5,U,2681
MCI,KMCI,Kansas City International Airport,Kansas City,United States,America/Chicago,-6,A,3458
MCJ,SKLM,Jorge Isaac Airport,La Mina,Colombia,America/Bogota,-5,U,2727
MCK,KMCK,Mc Cook Ben Nelson Regional Airport,McCook,United States,America/Chicago,-6,A,7068
MCL,PAIN,McKinley National Park Airport,McKinley Park,United States,America/Anchorage,-9,A,8050
MCN,KMCN,Middle Georgia Regional Airport,Macon,United States,America/New_York,-5,A,3754
MCO,KMCO,Orlando International Airport,Orlando,United States,America/New_York,-5,A,3878
MCP,SBMQ,Alberto Alcolumbre Airport,Macapa,Brazil,America/Fortaleza,-3,S,2591
MCS,SARM,Monte Caseros Airport,Monte Caseros,Argentina,America/Cordoba,-3,N,2473
MCT,OOMS,Muscat International Airport,Muscat,Oman,Asia/Muscat,4,U,2194
MCU,LFBK,Montluçon-Guéret Airport,Montlucon-gueret,France,Europe/Paris,1,E,1269
MCV,YMHU,McArthur River Mine Airport,McArthur River Mine,Australia,Australia/Darwin,9.5,O,6297
MCW,KMCW,Mason City Municipal Airport,Mason City,United States,America/Chicago,-6,A,6500
MCX,URML,Uytash Airport,Makhachkala,Russia,Europe/Moscow,3,N,2961
MCY,YBMC,Sunshine Coast Airport,Maroochydore,Australia,Australia/Brisbane,10,O,3325
MCZ,SBMO,Zumbi dos Palmares Airport,Maceio,Brazil,America/Fortaleza,-3,S,2590
MDC,WAMM,Sam Ratulangi Airport,Manado,Indonesia,Asia/Makassar,8,N,3250
MDE,SKRG,Jose Maria Córdova International Airport,Rio Negro,Colombia,America/Bogota,-5,U,2745
MDG,ZYMD,Mudanjiang Hailang International Airport,Mudanjiang,China,Asia/Shanghai,8,U,3402
MDI,DNMK,Makurdi Airport,Makurdi,Nigeria,Africa/Lagos,1,N,272
MDK,FZEA,Mbandaka Airport,Mbandaka,Congo (Kinshasa),Africa/Kinshasa,1,N,1026
MDL,VYMD,Mandalay International Airport,Mandalay,Burma,Asia/Rangoon,6.5,U,3222
MDQ,SAZM,Ástor Piazzola International Airport,Mar Del Plata,Argentina,America/Buenos_Aires,-3,N,2508
MDS,MBMC,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,America/Grand_Turk,-4,U,5808
MDT,KMDT,Harrisburg International Airport,Harrisburg,United States,America/New_York,-5,A,3542
MDU,AYMN,Mendi Airport,Mendi,Papua New Guinea,Pacific/Port_Moresby,10,U,5429
MDW,KMDW,Chicago Midway International Airport,Chicago,United States,America/Chicago,-6,A,3747
MDY,PMDY,Henderson Field,Midway,Midway Islands,Pacific/Midway,-11,U,2253
MDZ,SAME,El Plumerillo Airport,Mendoza,Argentina,America/Mendoza,-3,N,2452
MEA,SBME,Macaé Airport,Macaé,Brazil,America/Sao_Paulo,-3,S,6037
MEB,YMEN,Melbourne Essendon Airport,Melbourne,Australia,Australia/Hobart,10,O,3334
MEC,SEMT,Eloy Alfaro International Airport,Manta,Ecuador,America/Guayaquil,-5,U,2683
MED,OEMA,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,Asia/Riyadh,3,U,2074
MEE,NWWR,Maré Airport,Mare,New Caledonia,Pacific/Noumea,11,U,2002
MEG,FNMA,Malanje Airport,Malanje,Angola,Africa/Luanda,1,N,952
MEH,ENMH,Mehamn Airport,Mehamn,Norway,Europe/Oslo,1,E,4327
MEI,KMEI,Key Field,Meridian,United States,America/Chicago,-6,A,4335
MEK,GMFM,Bassatine Airport,Meknes,Morocco,Africa/Casablanca,0,N,1069
