iata,icao,name,city,country,timezone,utc_offset_hours,dst,openflights_id
KGC,YKSC,Kingscote Airport,Kingscote,Australia,Australia/Adelaide,9.5,O,4051
KGD,UMKK,Khrabrovo Airport,Kaliningrad,Russia,Europe/Kaliningrad,2,N,2952
KGE,AGKG,Kaghau Airport,Kagau Island,Solomon Islands,Pacific/Guadalcanal,11,U,5417
KGF,UAKK,Sary-Arka Airport,Karaganda,Kazakhstan,Asia/Qyzylorda,6,U,4375
KGG,GOTK,Kédougou Airport,Kedougou,Senegal,Africa/Dakar,0,N,1087
KGI,YPKG,Kalgoorlie Boulder Airport,Kalgoorlie,Australia,Australia/Perth,8,O,3346
KGJ,FWKA,Karonga Airport,Karonga,Malawi,Africa/Blantyre,2,U,1014
KGK,PAJZ,Koliganek Airport,Koliganek,United States,America/Anchorage,-9,A,7101
KGL,HRYR,Kigali International Airport,Kigali,Rwanda,Africa/Kigali,2,U,1165
KGO,UKKG,Kirovograd Airport,Kirovograd,Ukraine,Europe/Kiev,2,E,7854
KGP,USRK,Kogalym International Airport,Kogalym,Russia,Asia/Yekaterinburg,5,N,4373
KGS,LGKO,Kos Airport,Kos,Greece,Europe/Athens,2,E,1458
KGT,ZUKD,Kangding Airport,Kangding,China,Asia/Shanghai,8,N,8921
KHC,UKFK,Kerch Airport,Kerch,Ukraine,Europe/Simferopol,3,E,7963
KHD,OICK,Khoram Abad Airport,Khorram Abad,Iran,Asia/Tehran,3.5,E,5927
KHE,UKOH,Kherson International Airport,Kherson,Ukraine,Europe/Kiev,2,E,7516
KHG,ZWSH,Kashgar Airport,Kashi,China,Asia/Shanghai,8,U,3397
KHH,RCKH,Kaohsiung International Airport,Kaohsiung,Taiwan,Asia/Taipei,8,U,2264
KHI,OPKC,Jinnah International Airport,Karachi,Pakistan,Asia/Karachi,5,N,2206
KHJ,EFKJ,Kauhajoki Airport,Kauhajoki,Finland,Europe/Helsinki,2,E,434
KHK,OIBQ,Khark Island Airport,Khark Island,Iran,Asia/Tehran,3.5,E,2111
KHM,VYKI,Kanti Airport,Khamti,Burma,Asia/Rangoon,6.5,U,4152
KHN,ZSCN,Nanchang Changbei International Airport,Nanchang,China,Asia/Shanghai,8,U,3384
KHS,OOKB,Khasab Air Base,Khasab,Oman,Asia/Muscat,4,U,2192
KHT,OAKS,Khost Airport,Khost,Afghanistan,Asia/Kabul,4.5,N,8127
KHV,UHHH,Khabarovsk-Novy Airport,Khabarovsk,Russia,Asia/Vladivostok,10,N,2927
KHW,FBKR,Khwai River Lodge Airport,Khwai River,Botswana,Africa/Gaborone,2,N,8053
KHY,OITK,Khoy Airport,Khoy,Iran,Asia/Tehran,3.5,E,2158
KID,ESMK,Kristianstad Airport,Kristianstad,Sweden,Europe/Stockholm,1,E,703
KIF,CNM5,Kingfisher Lake Airport,Kingfisher Lake,Canada,America/Toronto,-5,A,5469
KIH,OIBK,Kish International Airport,Kish Island,Iran,Asia/Tehran,3.5,E,2109
KIJ,RJSN,Niigata Airport,Niigata,Japan,Asia/Tokyo,9,U,4381
KIK,ORKK,Kirkuk Air Base,Kirkuk,Iraq,Asia/Baghdad,3,N,6832
KIM,FAKM,Kimberley Airport,Kimberley,South Africa,Africa/Johannesburg,2,U,815
KIN,MKJP,Norman Manley International Airport,Kingston,Jamaica,America/Jamaica,-5,U,1779
KIO,Q51,Kili Airport,Kili Island,Marshall Islands,Pacific/Majuro,12,U,5743
KIR,EIKY,Kerry Airport,Kerry,Ireland,Europe/Dublin,0,E,601
KIS,HKKI,Kisumu Airport,Kisumu,Kenya,Africa/Nairobi,3,U,1140
KIT,LGKC,Kithira Airport,Kithira,Greece,Europe/Athens,2,E,1454
KIV,LUKK,Chişinău International Airport,Chisinau,Moldova,Europe/Chisinau,2,E,1735
KIW,FLSO,Southdowns Airport,Southdowns,Zambia,Africa/Lusaka,2,U,911
KIX,RJBB,Kansai International Airport,Osaka,Japan,Asia/Tokyo,9,U,3992
KJA,UNKL,Yemelyanovo Airport,Krasnoyarsk,Russia,Asia/Krasnoyarsk,7,N,4374
KJI,ZWKN,Kanas Airport,Burqin,China,Asia/Shanghai,8,U,8233
KJK,EBKT,Wevelgem Airport,Kortrijk-vevelgem,Belgium,Europe/Brussels,1,E,308
KJP,ROKR,Kerama Airport,Kerama,Japan,Asia/Tokyo,9,N,9148
KKA,PAKK,Koyuk Alfred Adams Airport,Koyuk,United States,America/Anchorage,-9,A,7190
KKC,VTUK,Khon Kaen Airport,Khon Kaen,Thailand,Asia/Bangkok,7,U,3938
KKE,NZKK,Kerikeri Airport,Kerikeri,New Zealand,Pacific/Auckland,12,Z,2017
KKH,PADY,Kongiganak Airport,Kongiganak,United States,America/Anchorage,-9,A,7213
KKJ,RJFR,Kitakyūshū Airport,Kitakyushu,Japan,Asia/Tokyo,9,U,2311
KKN,ENKR,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,Europe/Oslo,1,E,649
KKR,NTGK,Kaukura Airport,Kaukura Atoll,French Polynesia,Pacific/Tahiti,-10,U,1980
KKS,OIFK,Kashan Airport,Kashan,Iran,Asia/Tehran,3.5,E,2120
KKW,FZCA,Kikwit Airport,Kikwit,Congo (Kinshasa),Africa/Kinshasa,1,N,1025
KKX,RJKI,Kikai Airport,Kikai,Japan,Asia/Tokyo,9,U,7551
KLC,GOOK,Kaolack Airport,Kaolack,Senegal,Africa/Dakar,0,N,1083
KLD,UUEM,Migalovo Air Base,Tver,Russia,Europe/Moscow,3,N,2986
KLF,UUBC,Grabtsevo Airport,Kaluga,Russia,Europe/Moscow,3,N,8482
KLG,PALG,Kalskag Airport,Kalskag,United States,America/Anchorage,-9,A,5964
KLH,VAKP,Kolhapur Airport,Kolhapur,India,Asia/Calcutta,5.5,N,3013
KLI,FZFP,Kotakoli Airport,Kotakoli,Congo (Kinshasa),Africa/Kinshasa,1,N,1029
KLM,OINE,Kalaleh Airport,Kalaleh,Iran,Asia/Tehran,3.5,E,2148
KLN,PALB,Larsen Bay Airport,Larsen Bay,United States,America/Anchorage,-9,A,7162
KLO,RPVK,Kalibo International Airport,Kalibo,Philippines,Asia/Manila,8,N,2430
KLR,ESMQ,Kalmar Airport,Kalkmar,Sweden,Europe/Stockholm,1,E,707
KLS,KKLS,Southwest Washington Regional Airport,Kelso,United States,America/Los_Angeles,-8,A,7938
KLU,LOWK,Klagenfurt Airport,Klagenfurt,Austria,Europe/Vienna,1,E,4322
KLV,LKKV,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,Europe/Prague,1,E,1579
KLW,PAKW,Klawock Airport,Klawock,United States,America/Anchorage,-9,A,7205
KLX,LGKL,Kalamata Airport,Kalamata,Greece,Europe/Athens,2,E,1456
KLZ,FAKZ,Kleinsee Airport,Kleinsee,South Africa,Africa/Johannesburg,2,U,819
KMA,AYKM,Kerema Airport,Kerema,Papua New Guinea,Pacific/Port_Moresby,10,U,5427
KMC,OEKK,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,Asia/Riyadh,3,U,2073
KME,HRZA,Kamembe Airport,Kamembe,Rwanda,Africa/Kigali,2,U,1166
KMG,ZPPP,Kunming Changshui International Airport,Kunming,China,Asia/Shanghai,8,N,3382
KMH,FAKU,Johan Pienaar Airport,Kuruman,South Africa,Africa/Johannesburg,2,U,818
KMI,RJFM,Miyazaki Airport,Miyazaki,Japan,Asia/Tokyo,9,U,2308
KMJ,RJFT,Kumamoto Airport,Kumamoto,Japan,Asia/Tokyo,9,U,2312
KMN,FZSA,Kamina Base Airport,Kamina Base,Congo (Kinshasa),Africa/Lubumbashi,2,U,1041
KMO,PAMB,Manokotak Airport,Manokotak,United States,America/Anchorage,-9,A,7103
KMP,FYKT,Keetmanshoop Airport,Keetmanshoop,Namibia,Africa/Windhoek,1,U,8918
KMQ,RJNK,Komatsu Airport,Kanazawa,Japan,Asia/Tokyo,9,U,2322
KMS,DGSI,Kumasi Airport,Kumasi,Ghana,Africa/Accra,0,N,5556
KMU,HCMK,Kisimayu Airport,Kismayu,Somalia,Africa/Mogadishu,3,U,1123
KMV,VYKL,Kalay Airport,Kalemyo,Myanmar,Asia/Rangoon,6.5,U,6787
KMW,UUBA,Kostroma Sokerkino Airport,Kostroma,Russia,Europe/Moscow,3,N,6464
KNA,SCVM,Viña del mar Airport,Vina del Mar,Chile,America/Santiago,-4,S,7818
KND,FZOA,Kindu Airport,Kindu,Congo (Kinshasa),Africa/Lubumbashi,2,U,1037
KNF,EGYM,RAF Marham,Marham,United Kingdom,Europe/London,0,E,578
KNG,WASK,Kaimana Airport,Kaimana,Indonesia,Asia/Jayapura,9,N,3258
KNH,RCBS,Kinmen Airport,Kinmen,Taiwan,Asia/Taipei,8,U,2259
KNO,WIMM,Kualanamu International Airport,Medan,Indonesia,Asia/Jakarta,7,N,9935
KNP,FNCP,Capanda Airport,Kapanda,Angola,Africa/Luanda,1,U,7412
KNQ,NWWD,Koné Airport,Kone,New Caledonia,Pacific/Noumea,11,U,1998
KNS,YKII,King Island Airport,King Island,Australia,Australia/Melbourne,10,O,6278
KNU,VICX,Kanpur Airport,Kanpur,India,Asia/Calcutta,5.5,N,3090
KNW,PANW,New Stuyahok Airport,New Stuyahok,United States,America/Anchorage,-9,A,6764
KNX,YPKU,Kununurra Airport,Kununurra,Australia,Australia/Perth,8,O,3347
KOA,PHKO,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,Pacific/Honolulu,-10,N,3514
KOC,NWWK,Koumac Airport,Koumac,New Caledonia,Pacific/Noumea,11,U,1999
KOE,WATT,El Tari Airport,Kupang,Indonesia,Asia/Makassar,8,N,3916
KOI,EGPA,Kirkwall Airport,Kirkwall,United Kingdom,Europe/London,0,E,529
KOJ,RJFK,Kagoshima Airport,Kagoshima,Japan,Asia/Tokyo,9,U,2307
KOK,EFKK,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,Europe/Helsinki,2,E,435
KOP,VTUW,Nakhon Phanom Airport,Nakhon Phanom,Thailand,Asia/Bangkok,7,U,3936
KOQ,EDCK,Köthen Airport,Koethen,Germany,Europe/Berlin,1,E,8106
KOS,VDSV,Sihanoukville International Airport,Sihanoukville,Cambodia,Asia/Phnom_Penh,7,N,4093
KOT,PFKO,Kotlik Airport,Kotlik,United States,America/Anchorage,-9,A,7207
KOU,FOGK,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,Africa/Libreville,1,N,5634
KOV,UACK,Kokshetau Airport,Kokshetau,Kazakhstan,Asia/Qyzylorda,6,U,6083
KOW,ZSGZ,Ganzhou Airport,Ganzhou,China,Asia/Shanghai,8,U,6379
KPC,PAPC,Port Clarence Coast Guard Station,Port Clarence,United States,America/Anchorage,-9,A,6736
KPN,PAKI,Kipnuk Airport,Kipnuk,United States,America/Anchorage,-9,A,7201
KPO,RKTH,Pohang Airport (G-815/K-3),Pohang,South Korea,Asia/Seoul,9,U,2380
KPV,PAPE,Perryville Airport,Perryville,United States,America/Anchorage,-9,A,7157
KQA,KQA,Akutan Seaplane Base,Akutan,United States,America/Anchorage,-9,A,6134
KQT,UTDT,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,Asia/Dushanbe,5,U,7472
KRB,YKMB,Karumba Airport,Karumba,Australia,Australia/Brisbane,10,O,6280
KRF,ESNK,Kramfors Sollefteå Airport,Kramfors,Sweden,Europe/Stockholm,1,E,718
KRH,EGKR,Redhill Aerodrome,Redhill,United Kingdom,Europe/London,0,E,8975
KRI,AYKK,Kikori Airport,Kikori,Papua New Guinea,Pacific/Port_Moresby,10,U,5426
KRK,EPKK,Kraków John Paul II International Airport,Krakow,Poland,Europe/Warsaw,1,E,669
KRL,ZWKL,Korla Airport,Korla,China,Asia/Shanghai,8,U,6407
KRN,ESNQ,Kiruna Airport,Kiruna,Sweden,Europe/Stockholm,1,E,724
KRO,USUU,Kurgan Airport,Kurgan,Russia,Asia/Yekaterinburg,5,N,6146
KRP,EKKA,Karup Airport,Karup,Denmark,Europe/Copenhagen,1,E,612
KRR,URKK,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,Europe/Moscow,3,N,2960
KRS,ENCN,Kristiansand Airport,Kristiansand,Norway,Europe/Oslo,1,E,638
KRT,HSSS,Khartoum International Airport,Khartoum,Sudan,Africa/Khartoum,3,U,1175
KRW,UTAK,Turkmenbashi Airport,Krasnovodsk,Turkmenistan,Asia/Ashgabat,5,U,2977
KRY,ZWKM,Karamay Airport,Karamay,China,Asia/Shanghai,8,U,6408
KRZ,FZBT,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),Africa/Kinshasa,1,N,5650
KSA,PTSA,Kosrae International Airport,Kosrae,Micronesia,Pacific/Kosrae,11,U,2257
KSC,LZKZ,Košice Airport,Kosice,Slovakia,Europe/Bratislava,1,E,1746
KSD,ESOK,Karlstad Airport,Karlstad,Sweden,Europe/Stockholm,1,E,5595
KSF,EDVK,Kassel-Calden Airport,Kassel,Germany,Europe/Berlin,1,E,400
KSH,OICC,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,Asia/Tehran,3.5,E,2114
KSI,GUKU,Kissidougou Airport,Kissidougou,Guinea,Africa/Conakry,0,N,8880
KSJ,LGKS,Kasos Airport,Kasos,Greece,Europe/Athens,2,E,1461
KSK,ESKK,Karlskoga Airport,Karlskoga,Sweden,Europe/Stockholm,1,E,697
KSL,HSKA,Kassala Airport,Kassala,Sudan,Africa/Khartoum,3,U,1170
KSM,PASM,St Mary's Airport,St Mary's,United States,America/Anchorage,-9,A,6718
KSN,UAUU,Kostanay West Airport,Kostanay,Kazakhstan,Asia/Qyzylorda,6,U,6088
KSO,LGKA,Kastoria National Airport,Kastoria,Greece,Europe/Athens,2,E,1453
KSQ,UTSL,Karshi Khanabad Airport,Khanabad,Uzbekistan,Asia/Samarkand,5,U,6153
KSS,GASK,Sikasso Airport,Sikasso,Mali,Africa/Bamako,0,N,9850
KSU,ENKB,Kristiansund Airport (Kvernberget),Kristiansund,Norway,Europe/Oslo,1,E,647
KSY,LTCF,Kars Airport,Kars,Turkey,Europe/Istanbul,3,E,5796
KSZ,ULKK,Kotlas Airport,Kotlas,Russia,Europe/Moscow,3,N,6113
KTA,YPKA,Karratha Airport,Karratha,Australia,Australia/Perth,8,O,3345
KTD,RORK,Kitadaito Airport,Kitadaito,Japan,Asia/Tokyo,9,U,2391
KTE,WMKE,Kerteh Airport,Kerteh,Malaysia,Asia/Kuala_Lumpur,8,N,3300
KTF,NZTK,Takaka Airport,Takaka,New Zealand,Pacific/Auckland,12,U,7611
KTG,WIOK,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,Asia/Jakarta,7,N,3282
KTI,VDKT,Kratie Airport,Kratie,Cambodia,Asia/Phnom_Penh,7,N,8966
KTL,HKKT,Kitale Airport,Kitale,Kenya,Africa/Nairobi,3,U,1141
KTM,VNKT,Tribhuvan International Airport,Kathmandu,Nepal,Asia/Katmandu,5.75,N,3125
KTN,PAKT,Ketchikan International Airport,Ketchikan,United States,America/Anchorage,-9,A,3808
KTP,MKTP,Tinson Pen Airport,Kingston,Jamaica,America/Jamaica,-5,U,1782
KTQ,EFIT,Kitee Airport,Kitee,Finland,Europe/Helsinki,2,E,427
KTR,YPTN,Tindal Airport,Katherine,Australia,Australia/Darwin,9.5,O,6897
KTS,PFKT,Brevig Mission Airport,Brevig Mission,United States,America/Anchorage,-9,A,7183
KTT,EFKT,Kittilä Airport,Kittila,Finland,Europe/Helsinki,2,E,438
KTU,VIKO,Kota Airport,Kota,India,Asia/Calcutta,5.5,N,3102
KTW,EPKT,Katowice International Airport,Katowice,Poland,Europe/Warsaw,1,E,671
KUA,WMKD,Kuantan Airport,Kuantan,Malaysia,Asia/Kuala_Lumpur,8,N,3299
KUC,NGKT,Kuria Airport,Kuria,Kiribati,Pacific/Tarawa,12,U,7592
KUD,WBKT,Kudat Airport,Kudat,Malaysia,Asia/Kuala_Lumpur,8,N,6222
KUF,UWWW,Kurumoch International Airport,Samara,Russia,Europe/Samara,4,N,2993
KUG,YKUB,Kubin Airport,Kubin,Australia,Australia/Brisbane,10,O,6282
KUH,RJCK,Kushiro Airport,Kushiro,Japan,Asia/Tokyo,9,U,5994
KUK,PFKA,Kasigluk Airport,Kasigluk,United States,America/Anchorage,-9,A,7094
KUL,WMKK,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,8,N,3304
KUM,RJFC,Yakushima Airport,Yakushima,Japan,Asia/Tokyo,9,U,2303
KUN,EYKA,Kaunas International Airport,Kaunas,Lithuania,Europe/Vilnius,2,E,3956
KUO,EFKU,Kuopio Airport,Kuopio,Finland,Europe/Helsinki,2,E,439
KUT,UGKO,Kopitnari Airport,Kutaisi,Georgia,Asia/Tbilisi,4,N,3972
KUU,VIBR,Kullu Manali Airport,Kulu,India,Asia/Calcutta,5.5,N,3085
KUV,RKJK,Kunsan Air Base,Kunsan,South Korea,Asia/Seoul,9,U,6003
KVA,LGKV,Alexander the Great International Airport,Kavala,Greece,Europe/Athens,2,E,1462
KVB,ESGR,Skövde Airport,Skovde,Sweden,Europe/Stockholm,1,E,692
KVC,PAVC,King Cove Airport,King Cove,United States,America/Anchorage,-9,A,6765
KVD,UBBG,Ganja Airport,Ganja,Azerbaijan,Asia/Baku,4,E,6089
KVG,AYKV,Kavieng Airport,Kavieng,Papua New Guinea,Pacific/Port_Moresby,10,U,5428
KVK,ULMK,Kirovsk-Apatity Airport,Apatity,Russia,Europe/Moscow,3,N,6734
KVL,PAVL,Kivalina Airport,Kivalina,United States,America/Anchorage,-9,A,6719
KVM,UHMO,Markovo Airport,Markovo,Russia,Asia/Anadyr,12,N,9371
KVR,UHWK,Kavalerovo Airport,Kavalerovo,Russia,Asia/Vladivostok,10,N,9042
KVX,USKK,Pobedilovo Airport,Kirov,Russia,Europe/Moscow,3,N,6142
KWA,PKWA,Bucholz Army Air Field,Kwajalein,Marshall Islands,Pacific/Majuro,12,U,2251
KWE,ZUGY,Longdongbao Airport,Guiyang,China,Asia/Shanghai,8,U,3394
KWG,UKDR,Kryvyi Rih International Airport,Krivoy Rog,Ukraine,Europe/Kiev,2,E,6104
KWI,OKBK,Kuwait International Airport,Kuwait,Kuwait,Asia/Kuwait,3,U,2176
KWJ,RKJJ,Gwangju Airport,Kwangju,South Korea,Asia/Seoul,9,U,2361
KWK,PAGG,Kwigillingok Airport,Kwigillingok,United States,America/Anchorage,-9,A,7096
KWL,ZGKL,Guilin Liangjiang International Airport,Guilin,China,Asia/Shanghai,8,U,3372
KWM,YKOW,Kowanyama Airport,Kowanyama,Australia,Australia/Brisbane,10,O,6281
KWN,PAQH,Quinhagak Airport,Quinhagak,United States,America/Anchorage,-9,A,7206
KWT,PFKW,Kwethluk Airport,Kwethluk,United States,America/Anchorage,-9,A,7095
KWZ,FZQM,Kolwezi Airport,Kolwezi,Congo (Kinshasa),Africa/Lubumbashi,2,U,1039
KXE,FAKD,P C Pelser Airport,Klerksdorp,South Africa,Africa/Johannesburg,2,U,814
KXF,NFNO,Koro Island Airport,Koro Island,Fiji,Pacific/Fiji,12,U,5876
KXK,UHKK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,Asia/Vladivostok,10,N,6097
KYA,LTAN,Konya Airport,Konya,Turkey,Europe/Istanbul,3,E,1691
KYD,RCLY,Lanyu Airport,Lanyu,Taiwan,Asia/Taipei,8,U,2267
KYE,OLKA,Rene Mouawad Air Base,Kleiat,Lebanon,Asia/Beirut,2,E,2178
KYI,YYTA,Yalata Mission Airport,Yalata,Australia,Australia/Adelaide,9.5,O,8472
KYK,PAKY,Karluk Airport,Karluk,United States,America/Anchorage,-9,A,7161
KYP,VYKP,Kyaukpyu Airport,Kyaukpyu,Burma,Asia/Rangoon,6.5,U,3217
KYS,GAKY,Kayes Dag Dag Airport,Kayes,Mali,Africa/Bamako,0,N,1046
KYU,PFKU,Koyukuk Airport,Koyukuk,United States,America/Anchorage,-9,A,7208
KYZ,UNKY,Kyzyl Airport,Kyzyl,Russia,Asia/Krasnoyarsk,7,N,6118
KZC,VDKH,Kampong Chhnang Airport,Kompong Chnang,Cambodia,Asia/Phnom_Penh,7,U,3033
KZG,ETIN,Flugplatz Kitzingen,Kitzingen,Germany,Europe/Berlin,1,E,766
KZI,LGKZ,Filippos Airport,Kozani,Greece,Europe/Athens,2,E,1463
KZN,UWKD,Kazan International Airport,Kazan,Russia,Europe/Moscow,3,N,2990
KZO,UAOO,Kzyl-Orda Southwest Airport,Kzyl-Orda,Kazakhstan,Asia/Qyzylorda,6,U,4358
KZR,LTBZ,Zafer Airport,Kutahya,Turkey,Europe/Istanbul,3,E,9045
KZS,LGKJ,Kastelorizo Airport,Kastelorizo,Greece,Europe/Athens,2,E,4196
LAA,KLAA,Lamar Municipal Airport,Lamar,United States,America/Denver,-7,A,4342
LAD,FNLU,Quatro de Fevereiro Airport,Luanda,Angola,Africa/Luanda,1,N,951
LAE,AYNZ,Nadzab Airport,Nadzab,Papua New Guinea,Pacific/Port_Moresby,10,U,4
LAF,KLAF,Purdue University Airport,Lafayette,United States,America/New_York,-5,A,6873
LAI,LFRO,Lannion-Côte de Granit Airport,Lannion,France,Europe/Paris,1,E,1416
LAJ,SBLJ,Lages Airport,Lajes,Brazil,America/Sao_Paulo,-3,S,2579
LAK,CYKD,Aklavik/Freddie Carmichael Airport,Aklavik,Canada,America/Edmonton,-7,A,4236
LAL,KLAL,Lakeland Linder International Airport,Lakeland,United States,America/New_York,-5,A,7732
LAM,KLAM,Los Alamos Airport,Los Alamos,United States,America/Denver,-7,A,7584
LAN,KLAN,Capital City Airport,Lansing,United States,America/New_York,-5,A,3544
LAO,RPLI,Laoag International Airport,Laoag,Philippines,Asia/Manila,8,N,4202
LAP,MMLP,Manuel Márquez de León International Airport,La Paz,Mexico,America/Mazatlan,-7,S,1816
LAQ,HLLQ,La Abraq Airport,Al Bayda',Libya,Africa/Tripoli,2,N,5699
LAR,KLAR,Laramie Regional Airport,Laramie,United States,America/Denver,-7,A,5746
LAS,KLAS,McCarran International Airport,Las Vegas,United States,America/Los_Angeles,-8,A,3877
LAU,HKLU,Manda Airstrip,Lamu,Kenya,Africa/Nairobi,3,U,1144
LAW,KLAW,Lawton Fort Sill Regional Airport,Lawton,United States,America/Chicago,-6,A,4256
LAX,KLAX,Los Angeles International Airport,Los Angeles,United States,America/Los_Angeles,-8,A,3484
LAY,FALY,Ladysmith Airport,Ladysmith,South Africa,Africa/Johannesburg,2,U,824
LAZ,SBLP,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,America/Fortaleza,-3,S,2582
LBA,EGNM,Leeds Bradford Airport,Leeds,United Kingdom,Europe/London,0,E,517
LBB,KLBB,Lubbock Preston Smith International Airport,Lubbock,United States,America/Chicago,-6,A,3829
LBC,EDHL,Lübeck Blankensee Airport,Luebeck,Germany,Europe/Berlin,1,E,364
LBD,UTDL,Khudzhand Airport,Khudzhand,Tajikistan,Asia/Dushanbe,5,U,6147
LBE,KLBE,Arnold Palmer Regional Airport,Latrobe,United States,America/New_York,-5,A,5747
LBF,KLBF,North Platte Regional Airport Lee Bird Field,North Platte,United States,America/Chicago,-6,A,5748
LBG,LFPB,Paris-Le Bourget Airport,Paris,France,Europe/Paris,1,E,1380
LBI,LFCI,Albi-Le Séquestre Airport,Albi,France,Europe/Paris,1,E,1284
LBJ,WATO,Komodo Airport,Labuhan Bajo,Indonesia,Asia/Makassar,8,N,3917
LBL,KLBL,Liberal Mid-America Regional Airport,Liberal,United States,America/Chicago,-6,A,4341
LBQ,FOGR,Lambarene Airport,Lambarene,Gabon,Africa/Libreville,1,N,965
LBR,SWLB,Lábrea Airport,Labrea,Brazil,America/Boa_Vista,-4,S,7381
LBS,NFNL,Labasa Airport,Lambasa,Fiji,Pacific/Fiji,12,U,5874
LBT,KLBT,Lumberton Regional Airport,Lumberton,United States,America/New_York,-5,A,8517
LBU,WBKL,Labuan Airport,Labuan,Malaysia,Asia/Kuala_Lumpur,8,N,3270
LBV,FOOL,Libreville Leon M'ba International Airport,Libreville,Gabon,Africa/Libreville,1,N,970
LBW,WRLB,Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,Asia/Makassar,8,N,6232
LBX,RPLU,Lubang Airport,Lubang,Philippines,Asia/Manila,8,N,7560
LBY,LFRE,La Baule-Escoublac Airport,La Baule,France,Europe/Paris,1,E,1406
LBZ,FNLK,Lucapa Airport,Lucapa,Angola,Africa/Luanda,1,U,7411
LCA,LCLK,Larnaca International Airport,Larnaca,Cyprus,Asia/Nicosia,2,E,1197
LCC,LIBN,Lecce Galatina Air Base,Lecce,Italy,Europe/Rome,1,E,1504
LCE,MHLC,Goloson International Airport,La Ceiba,Honduras,America/Tegucigalpa,-6,U,1771
LCG,LECO,A Coruña Airport,La Coruna,Spain,Europe/Madrid,1,E,1220
LCH,KLCH,Lake Charles Regional Airport,Lake Charles,United States,America/Chicago,-6,A,3513
LCJ,EPLL,Łódź Władysław Reymont Airport,Lodz,Poland,Europe/Warsaw,1,E,5592
LCK,KLCK,Rickenbacker International Airport,Columbus,United States,America/New_York,-5,A,3674
LCL,MULM,La Coloma Airport,La Coloma,Cuba,America/Havana,-5,U,1911
LCQ,KLCQ,Lake City Gateway Airport,Lake City,United States,America/New_York,-5,A,6994
LCX,ZSLD,Longyan Guanzhishan Airport,Longyan,China,Asia/Shanghai,8,U,7504
LCY,EGLC,London City Airport,London,United Kingdom,Europe/London,0,E,503
LDB,SBLO,Governador José Richa Airport,Londrina,Brazil,America/Sao_Paulo,-3,S,2581
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,Europe/Paris,1,E,1276
LDG,ULAL,Leshukonskoye Airport,Arkhangelsk,Russia,Europe/Moscow,3,N,7480
LDH,YLHI,Lord Howe Island Airport,Lord Howe Island,Australia,Australia/Lord_Howe,10.5,O,6285
LDI,HTLI,Lindi Airport,Lindi,Tanzania,Africa/Dar_es_Salaam,3,U,5705
LDJ,KLDJ,Linden Airport,Linden,United States,America/New_York,-5,A,8550
LDK,ESGL,Lidköping-Hovby Airport,Lidkoping,Sweden,Europe/Stockholm,1,E,690
LDN,VNLD,Lamidanda Airport,Lamidanda,Nepal,Asia/Katmandu,5.75,N,4172
LDS,ZYLD,Lindu Airport,Yinchun,China,Asia/Shanghai,8,N,9848
LDU,WBKD,Lahad Datu Airport,Lahad Datu,Malaysia,Asia/Kuala_Lumpur,8,N,3268
LDV,LFRJ,Landivisiau Air Base,Landivisiau,France,Europe/Paris,1,E,1411
LDX,SOOM,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,America/Cayenne,-3,S,8230
LDY,EGAE,City of Derry Airport,Londonderry,United Kingdom,Europe/London,0,E,468
LEA,YPLM,Learmonth Airport,Learmonth,Australia,Australia/Perth,8,O,3348
LEB,KLEB,Lebanon Municipal Airport,Lebanon,United States,America/New_York,-5,A,5749
LEC,SBLE,Coronel Horácio de Mattos Airport,Lençóis,Brazil,America/Fortaleza,-3,S,6036
LED,ULLI,Pulkovo Airport,St. Petersburg,Russia,Europe/Moscow,3,N,2948
LEH,LFOH,Le Havre Octeville Airport,Le Havre,France,Europe/Paris,1,E,1371
LEI,LEAM,Almería International Airport,Almeria,Spain,Europe/Madrid,1,E,1213
LEJ,EDDP,Leipzig/Halle Airport,Leipzig,Germany,Europe/Berlin,1,E,348
LEK,GULB,Tata Airport,Labe,Guinea,Africa/Conakry,0,N,1101
LEL,YLEV,Lake Evella Airport,Lake Evella,Australia,Australia/Darwin,9.5,O,6284
LEN,LELN,Leon Airport,Leon,Spain,Europe/Madrid,1,E,6756
LEQ,EGHC,Land's End Airport,Land's End,United Kingdom,Europe/London,0,E,5572
